action,table,table_id,field,current_production_state,required_production_state,airtable_type,options_or_precision,direction,labos_reads,labos_writes,why_labos_needs_it,field_id_testing,field_id_production,automation_impact
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,Reservation Status,singleSelect (Needs Scheduling | Waiting | Reserved | Occupied | Completed | Cancelled),singleSelect (Needs Scheduling | Waiting | Reserved | Occupied | Completed | Cancelled) - unchanged,singleSelect,Needs Scheduling | Waiting | Reserved | Occupied | Completed | Cancelled,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldm0l6xAKb5wUYWJ,fldm0l6xAKb5wUYWJ,No automation impact: LabOS neither reads nor writes this.
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,Scheduling Input Modified Time,lastModifiedTime,lastModifiedTime - unchanged,lastModifiedTime,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldVjLmsq5cj6N34x,fldVjLmsq5cj6N34x,No automation impact: LabOS neither reads nor writes this.
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,Start Date,date,date - unchanged,date,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldH3ACJSgq3k3YCE,fldH3ACJSgq3k3YCE,No automation impact: LabOS neither reads nor writes this.
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,Wall Position Name (from Wall Positions),multipleLookupValues,multipleLookupValues - unchanged,multipleLookupValues,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fld5mIZ3QBilKLt1c,fld5mIZ3QBilKLt1c,No automation impact: LabOS neither reads nor writes this.
KEEP,Wall Scheduling/Reservation,tblYjF1AApzmRDMrY,Wall Positions,multipleRecordLinks,multipleRecordLinks - unchanged,multipleRecordLinks,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fld5E3ivwMXqNpArs,fld5E3ivwMXqNpArs,No automation impact: LabOS neither reads nor writes this.
KEEP,Walls & Positions,tblVUvcSPAoneG26W,Current Project,multipleLookupValues,multipleLookupValues - unchanged,multipleLookupValues,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldCrTrHgrmhPdNdQ,fldCrTrHgrmhPdNdQ,No automation impact: LabOS neither reads nor writes this.
KEEP,Walls & Positions,tblVUvcSPAoneG26W,Current Status,singleSelect (Available | Reserved | Occupied | Future),singleSelect (Available | Reserved | Occupied | Future) - unchanged,singleSelect,Available | Reserved | Occupied | Future,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldwZeJJ7B9sQOtSH,fldwZeJJ7B9sQOtSH,No automation impact: LabOS neither reads nor writes this.
KEEP,Walls & Positions,tblVUvcSPAoneG26W,Expected Release Date,multipleLookupValues,multipleLookupValues - unchanged,multipleLookupValues,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldjZogVGQS0UKPmo,fldjZogVGQS0UKPmo,No automation impact: LabOS neither reads nor writes this.
KEEP,Walls & Positions,tblVUvcSPAoneG26W,Expected Start Date,multipleLookupValues,multipleLookupValues - unchanged,multipleLookupValues,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldC6jpCTaezAhwY8,fldC6jpCTaezAhwY8,No automation impact: LabOS neither reads nor writes this.
KEEP,Walls & Positions,tblVUvcSPAoneG26W,Position Name,singleLineText,singleLineText - unchanged,singleLineText,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldOaxd9jFxjU3w3i,fldOaxd9jFxjU3w3i,No automation impact: LabOS neither reads nor writes this.
KEEP,Walls & Positions,tblVUvcSPAoneG26W,Wall Name,singleLineText,singleLineText - unchanged,singleLineText,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldNUjjfUnfQlsAqp,fldNUjjfUnfQlsAqp,No automation impact: LabOS neither reads nor writes this.
KEEP,Walls & Positions,tblVUvcSPAoneG26W,Wall Position Name,formula,formula - unchanged,formula,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fld4pZcBC8Ig1T5zu,fld4pZcBC8Ig1T5zu,No automation impact: LabOS neither reads nor writes this.
KEEP,Walls & Positions,tblVUvcSPAoneG26W,Wall Scheduling/Reservation,multipleRecordLinks,multipleRecordLinks - unchanged,multipleRecordLinks,,IGNORED,no,no,Not used by LabOS. Listed so the sheet is complete and so nobody has to guess whether an omission was deliberate.,fldaAoya2sxOCJIee,fldaAoya2sxOCJIee,No automation impact: LabOS neither reads nor writes this.
